objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14619057,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,LOJA SHOPPING,100,14,91589.85,91589.85,COMPRA E VENDA,2011,02,12
14619058,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,4,NAO RESIDENCIAL,SALA,100,15,32743.36,32743.36,COMPRA E VENDA,2011,02,3
14619059,095471,AVN DAS AMERICAS,132,Recreio dos Bandeirantes  ,3,NAO RESIDENCIAL,SALA,100,101,299113.59,299113.59,COMPRA E VENDA,2011,02,6
14619060,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,43,NAO RESIDENCIAL,LOJA SHOPPING,87.598139,23.88372,92037.145348,105727.419302,COMPRA E VENDA,2011,02,4
14619061,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,3,NAO RESIDENCIAL,LOJA SHOPPING,100,21,92963.69,92963.69,COMPRA E VENDA,2011,02,7
14619062,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,6,NAO RESIDENCIAL,LOJA SHOPPING,100,22.5,147197.965,147197.965,COMPRA E VENDA,2011,02,10
14619063,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,SALA,66.67,16.5,24011.8,36015.9,COMPRA E VENDA,2011,02,4
14619064,104364,RUA ENGEN HAROLDO CAVALCANTI,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,LOJA,100,42.5,92187.125,92187.125,COMPRA E VENDA,2011,02,6
14619065,025742,RUA JACINTO ALCIDES,141,Bangu,2,NAO RESIDENCIAL,SALA,100,25,17815.44,17815.44,COMPRA E VENDA,2011,02,7
14619066,039719,RUA SILVA CARDOSO,141,Bangu,2,NAO RESIDENCIAL,SALA,100,29,46229.31,46229.31,COMPRA E VENDA,2011,02,12
14619067,001743,AVN MARIA TERESA PAL 19275,144,Campo Grande,2,NAO RESIDENCIAL,SALA,100,26.4,35031.792,35031.792,COMPRA E VENDA,2011,02,6
14619068,017152,AVN CESARIO DE MELO,144,Campo Grande,3,NAO RESIDENCIAL,LOJA,100,115,304896.326666,304896.326666,COMPRA E VENDA,2011,02,4
14619069,017152,AVN CESARIO DE MELO,144,Campo Grande,2,NAO RESIDENCIAL,LOJA,51,63.5,161881.575,238928.44,COMPRA E VENDA,2011,02,10
14619070,017152,AVN CESARIO DE MELO,144,Campo Grande,2,NAO RESIDENCIAL,SALA,100,28.5,37818.415,37818.415,COMPRA E VENDA,2011,02,3
14619071,017152,AVN CESARIO DE MELO,144,Campo Grande,3,NAO RESIDENCIAL,SALA,100,31,54546.393333,54546.393333,COMPRA E VENDA,2011,02,9
14619072,063933,AVN DOM HELDER CAMARA,065,Cachambi                  ,3,NAO RESIDENCIAL,SALA,100,29,38396.82,38396.82,PROMESSA DE COMPRA E VENDA,2011,02,10
14619073,016642,RUA CAROLINA MACHADO,083,Madureira                 ,2,NAO RESIDENCIAL,SALA,100,26.666666,58665.003333,58665.003333,PROMESSA DE COMPRA E VENDA,2011,02,1
14619074,197715,RUA VICTOR CIVITA,115,Jacarepaguá               ,15,NAO RESIDENCIAL,SALA,100,687.4,2900626.928666,2900626.928666,PROMESSA DE COMPRA E VENDA,2011,02,5
14619075,062547,RUA SANTO CRISTO,003,Santo Cristo              ,2,NAO RESIDENCIAL,LOJA,100,336.5,337527.315,337527.315,COMPRA E VENDA,2012,02,5
14619076,060053,RUA DA ALFANDEGA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,37.5,288750.02,288750.02,COMPRA E VENDA,2012,02,5
14619077,060087,RUA ALVARO ALVIM,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25,118898.74,118898.74,COMPRA E VENDA,2012,02,3
14619078,060277,AVN BEIRA MAR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,312,1169098.95,1169098.95,COMPRA E VENDA,2012,02,1
14619079,060301,RUA BENEDITINOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,58,286788,286788,COMPRA E VENDA,2012,02,5
14619080,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,53.5,237480.44,237480.44,COMPRA E VENDA,2012,02,4
14619081,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,49,260923.83,260923.83,COMPRA E VENDA,2012,02,7
14619082,060442,RUA DA CARIOCA,005,Centro                    ,14,NAO RESIDENCIAL,LOJA,100,350.714285,4518377.287857,4518377.287857,COMPRA E VENDA,2012,02,8
14619083,060442,RUA DA CARIOCA,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,180,572158.62,572158.62,COMPRA E VENDA,2012,02,7
14619084,060780,RUA DOM GERARDO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,34,221687.155,221687.155,COMPRA E VENDA,2012,02,8
14619085,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,34.5,164076.025,164076.025,COMPRA E VENDA,2012,02,2
14619086,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,42,229429.9,229429.9,COMPRA E VENDA,2012,02,12
14619087,061069,AVN PRES VARGAS,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,40,228624.166666,228624.166666,COMPRA E VENDA,2012,02,3
14619088,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,5,NAO RESIDENCIAL,SALA,93.334,16.2,33179.944,35362.508,COMPRA E VENDA,2011,02,6
14619089,104638,RUA NELSON TARQUINIO,132,Recreio dos Bandeirantes  ,5,NAO RESIDENCIAL,SALA,100,27.6,110276.466,110276.466,COMPRA E VENDA,2011,02,11
14619090,034918,RUA PIRAQUARA,139,Realengo                  ,3,NAO RESIDENCIAL,LOJA,100,37.333333,24330.036666,24330.036666,COMPRA E VENDA,2011,02,6
14619091,021741,RUA ESTANCIA,140,Padre Miguel              ,2,NAO RESIDENCIAL,SALA,100,28,9425.485,9425.485,COMPRA E VENDA,2011,02,3
14619092,128421,RUA C-2 IAPI PADRE MIGUEL,140,Padre Miguel              ,2,NAO RESIDENCIAL,LOJA,100,48,25974.39,25974.39,COMPRA E VENDA,2011,02,9
14619093,039719,RUA SILVA CARDOSO,141,Bangu,3,NAO RESIDENCIAL,SALA,100,39.333333,35914.65,35914.65,COMPRA E VENDA,2011,02,4
14619094,037762,AVN DE SANTA CRUZ,142,Senador Camará            ,12,NAO RESIDENCIAL,SALA,100,26.583333,12348.98,12348.98,COMPRA E VENDA,2011,02,9
14619095,035279,ETR DA POSSE,143,Santíssimo                ,3,NAO RESIDENCIAL,LOJA,100,72,47296.266666,47296.266666,COMPRA E VENDA,2011,02,3
14619096,017152,AVN CESARIO DE MELO,144,Campo Grande,3,NAO RESIDENCIAL,LOJA,55.553333,137,294302.85,526700.77,COMPRA E VENDA,2011,02,9
14619097,017152,AVN CESARIO DE MELO,144,Campo Grande,5,NAO RESIDENCIAL,SALA,100,26.5,35164.49,35164.49,COMPRA E VENDA,2011,02,1
14619098,017152,AVN CESARIO DE MELO,144,Campo Grande,2,NAO RESIDENCIAL,SALA,100,32,42462.79,42462.79,COMPRA E VENDA,2011,02,4
14619099,017152,AVN CESARIO DE MELO,144,Campo Grande,2,NAO RESIDENCIAL,SALA,100,35,59632.425,59632.425,COMPRA E VENDA,2011,02,8
14619100,016642,RUA CAROLINA MACHADO,083,Madureira                 ,5,NAO RESIDENCIAL,SALA,100,26,60511.43,60511.43,PROMESSA DE COMPRA E VENDA,2011,02,12
14619101,120238,AVN EMBAIX ABELARDO BUENO,115,Jacarepaguá               ,3,NAO RESIDENCIAL,SALA,100,34.25,285431.615,285431.615,PROMESSA DE COMPRA E VENDA,2011,02,12
14619102,021758,AVN CONEGO VASCONCELOS,141,Bangu,2,NAO RESIDENCIAL,SALA,100,26.5,23474.005,23474.005,PROMESSA DE COMPRA E VENDA,2011,02,7
14619103,039719,RUA SILVA CARDOSO,141,Bangu,4,NAO RESIDENCIAL,SALA,100,24.5,25382.76,25382.76,PROMESSA DE COMPRA E VENDA,2011,02,2
14619104,001743,AVN MARIA TERESA PAL 19275,144,Campo Grande,3,NAO RESIDENCIAL,SALA,100,30.333333,40251.17,40251.17,PROMESSA DE COMPRA E VENDA,2011,02,4
14619105,063867,RUA SACADURA CABRAL,001,Saúde                     ,5,NAO RESIDENCIAL,SALA,55,175,261666.266,475756.856,COMPRA E VENDA,2012,02,9
14619106,063784,RUA DO PROPOSITO,002,Gamboa                    ,2,NAO RESIDENCIAL,LOJA,12.5,142,23386.43,187091.44,COMPRA E VENDA,2012,02,9
14619107,063289,PRA DO CAJU,004,Caju                      ,2,NAO RESIDENCIAL,LOJA,100,60,71868.99,71868.99,COMPRA E VENDA,2012,02,8
14619108,060004,RUA ACRE,005,Centro                    ,3,NAO RESIDENCIAL,SALA,88.89,222.666666,813016.013333,823613.18,COMPRA E VENDA,2012,02,1
14619109,060004,RUA ACRE,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,65,360243.54,360243.54,COMPRA E VENDA,2012,02,7
14619110,060053,RUA DA ALFANDEGA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,28.5,309713.615,309713.615,COMPRA E VENDA,2012,02,10
14619111,060061,AVN ALMTE BARROSO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,160,1129316.83,1129316.83,COMPRA E VENDA,2012,02,1
14619112,060061,AVN ALMTE BARROSO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,27.5,209260.845,209260.845,COMPRA E VENDA,2012,02,4
14619113,060087,RUA ALVARO ALVIM,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,32,152973.1075,152973.1075,COMPRA E VENDA,2012,02,5
14619114,060368,BEC BRAGANCA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,30,137279.65,137279.65,COMPRA E VENDA,2012,02,5
14619115,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,193,900978.67,900978.67,COMPRA E VENDA,2012,02,2
14619116,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,29.5,190748.26,190748.26,COMPRA E VENDA,2012,02,9
14619117,134122,VIA 4 PAA 5596,128,Barra da Tijuca           ,10,NAO RESIDENCIAL,SALA,100,34.7,113690.995,113690.995,COMPRA E VENDA,2011,02,5
14619118,148783,AVN LUIS CARLOS PRESTES,128,Barra da Tijuca           ,4,NAO RESIDENCIAL,SALA,100,53.5,211869.3375,211869.3375,COMPRA E VENDA,2011,02,7
14619119,171728,AVN GASTAO SENGES,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,APARTAMENTO,100,65,259999.99,259999.99,COMPRA E VENDA,2011,02,5
14619120,171728,AVN GASTAO SENGES,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,APARTAMENTO,100,65,432500.01,432500.01,COMPRA E VENDA,2011,02,9
14619121,171728,AVN GASTAO SENGES,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,APARTAMENTO,100,65,470000.005,470000.005,COMPRA E VENDA,2011,02,12
14619122,183020,AVN AFONSO ARINOS DE MELO FRANCO,128,Barra da Tijuca           ,29,NAO RESIDENCIAL,SALA,96.969696,37.393939,191969.834545,196259.06606,COMPRA E VENDA,2011,02,5
14619123,183020,AVN AFONSO ARINOS DE MELO FRANCO,128,Barra da Tijuca           ,32,NAO RESIDENCIAL,SALA,100,32.263157,170315.426315,170315.426315,COMPRA E VENDA,2011,02,8
14619124,183038,AVN EVANDRO LINS E SILVA,128,Barra da Tijuca           ,4,NAO RESIDENCIAL,SALA,100,31.25,138227.0275,138227.0275,COMPRA E VENDA,2011,02,6
14619125,183038,AVN EVANDRO LINS E SILVA,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,SALA,100,41,187707.02,187707.02,COMPRA E VENDA,2011,02,9
14619126,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,6,NAO RESIDENCIAL,LOJA,100,58.5,212612.501666,212612.501666,COMPRA E VENDA,2011,02,5
14619127,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,8,NAO RESIDENCIAL,LOJA,100,75.625,504457.88875,504457.88875,COMPRA E VENDA,2011,02,8
14619128,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,3,NAO RESIDENCIAL,LOJA,100,74.333333,527631.103333,527631.103333,COMPRA E VENDA,2011,02,11
14619129,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,56,NAO RESIDENCIAL,SALA,100,32.142857,126377.019642,126377.019642,COMPRA E VENDA,2011,02,1
14619130,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,21,NAO RESIDENCIAL,SALA,100,52.47619,211071.195238,211071.195238,COMPRA E VENDA,2011,02,4
14619131,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,31,NAO RESIDENCIAL,SALA,100,39.848484,158923.375454,158923.375454,COMPRA E VENDA,2011,02,8
14619132,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,22,NAO RESIDENCIAL,SALA,100,65.173913,291796.586956,291796.586956,COMPRA E VENDA,2011,02,11
14619133,213926,AVN JOSE SILVA DE AZEVEDO NETO,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,SALA,100,37,145474.19,145474.19,COMPRA E VENDA,2011,02,7
14619134,035089,ETR DO PONTAL,132,Recreio dos Bandeirantes  ,6,NAO RESIDENCIAL,APARTAMENTO,100,56.833333,134892.526666,134892.526666,COMPRA E VENDA,2011,02,3
14619135,095471,AVN DAS AMERICAS,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,SALA,100,68.5,235851.095,235851.095,COMPRA E VENDA,2011,02,4
14619136,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,21,NAO RESIDENCIAL,LOJA SHOPPING,100,39.47619,174754.876666,174754.876666,COMPRA E VENDA,2011,02,5
14619137,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,3,NAO RESIDENCIAL,LOJA SHOPPING,100,26,155288.4,155288.4,COMPRA E VENDA,2011,02,8
14619138,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,5,NAO RESIDENCIAL,LOJA SHOPPING,100,21,137384.764,137384.764,COMPRA E VENDA,2011,02,11
14619139,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,16,NAO RESIDENCIAL,SALA,100,32.25,70398.243125,70398.243125,COMPRA E VENDA,2011,02,2
14619140,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,SALA,100,22,48023.6,48023.6,COMPRA E VENDA,2011,02,5
14619141,104166,AVN ALFREDO BALTHAZAR DA SILVEIRA,132,Recreio dos Bandeirantes  ,4,NAO RESIDENCIAL,SALA,100,15.25,52323.4225,52323.4225,COMPRA E VENDA,2011,02,8
14619142,104364,RUA ENGEN HAROLDO CAVALCANTI,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,SALA,100,24,67255.26,67255.26,COMPRA E VENDA,2011,02,9
14619143,138982,AVN SALVADOR ALLENDE,132,Recreio dos Bandeirantes  ,2,NAO RESIDENCIAL,LOJA SHOPPING,100,40,156329.84,156329.84,COMPRA E VENDA,2011,02,7
14619144,061069,AVN PRES VARGAS,005,Centro                    ,10,NAO RESIDENCIAL,SALA,95,37.3,243735.604,267398.812,COMPRA E VENDA,2012,02,10
14619145,061069,AVN PRES VARGAS,005,Centro                    ,2,NAO RESIDENCIAL,SOBRELOJA,100,34.5,214873.6,214873.6,COMPRA E VENDA,2012,02,10
14619146,061135,RUA GONCALVES DIAS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,14.29,29,29554.7,206820.85,COMPRA E VENDA,2012,02,5
14619147,061291,RUA JOAQUIM SILVA,005,Centro                    ,8,NAO RESIDENCIAL,SALA,100,23.875,74719.88125,74719.88125,COMPRA E VENDA,2012,02,5
14619148,061523,AVN MAL FLORIANO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,47,260822.42,260822.42,COMPRA E VENDA,2012,02,6
14619149,061697,RUA MEXICO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,79,427481.28,427481.28,COMPRA E VENDA,2012,02,5
14619150,061697,RUA MEXICO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,45,244100.37,244100.37,COMPRA E VENDA,2012,02,8
14619151,061853,AVN NILO PECANHA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,37,337754.11,337754.11,COMPRA E VENDA,2012,02,12
14619152,061879,PRC OLAVO BILAC,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,48.5,400565.43,400565.43,COMPRA E VENDA,2012,02,5
14619153,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25,166286.46,166286.46,COMPRA E VENDA,2012,02,5
14619154,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25.5,207834.14,207834.14,COMPRA E VENDA,2012,02,12
14619155,061994,AVN PASSOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,19.5,98923.76,98923.76,COMPRA E VENDA,2012,02,2
14619156,061994,AVN PASSOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,30.5,170423.34,170423.34,COMPRA E VENDA,2012,02,5
14619157,061994,AVN PASSOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,30,182570.605,182570.605,COMPRA E VENDA,2012,02,8
14619158,062075,RUA PEDRO PRIMEIRO,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,50,119,435220.2,870440.4,COMPRA E VENDA,2012,02,7
14619159,062240,RUA DA QUITANDA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,65.75,521464.95,521464.95,COMPRA E VENDA,2012,02,6
14619160,062240,RUA DA QUITANDA,005,Centro                    ,14,NAO RESIDENCIAL,SALA,100,1479.642857,17856517.451428,17856517.451428,COMPRA E VENDA,2012,02,9
14619161,062331,RUA RIACHUELO,005,Centro                    ,2,NAO RESIDENCIAL,SOBRELOJA,100,30,120897.975,120897.975,COMPRA E VENDA,2012,02,9
14619162,062349,AVN RIO BRANCO,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,1278,5361170.87,5361170.87,COMPRA E VENDA,2012,02,10
14619163,062349,AVN RIO BRANCO,005,Centro                    ,19,NAO RESIDENCIAL,SALA,97.368421,257.631578,544941.84421,551093.546315,COMPRA E VENDA,2012,02,3
14619164,062349,AVN RIO BRANCO,005,Centro                    ,12,NAO RESIDENCIAL,SALA,100,118.75,1017988.645,1017988.645,COMPRA E VENDA,2012,02,6
14619165,062349,AVN RIO BRANCO,005,Centro                    ,2,NAO RESIDENCIAL,SOBRELOJA,100,889,3647506.7,3647506.7,COMPRA E VENDA,2012,02,10
14619166,062398,RUA DO ROSARIO,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,328.5,4931360.335,4931360.335,COMPRA E VENDA,2012,02,12
14619167,062398,RUA DO ROSARIO,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,58.666666,369481.54,369481.54,COMPRA E VENDA,2012,02,2
14619168,062398,RUA DO ROSARIO,005,Centro                    ,9,NAO RESIDENCIAL,SALA,100,168.666666,1088931.677777,1088931.677777,COMPRA E VENDA,2012,02,12
14619169,062638,LRG SAO FRANCISCO DE PAULA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,31.5,167736.74,167736.74,COMPRA E VENDA,2012,02,9
14619170,062638,LRG SAO FRANCISCO DE PAULA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,32,170399.22,170399.22,COMPRA E VENDA,2012,02,12
14619171,062695,RUA SENAD DANTAS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,30,167535.97,167535.97,COMPRA E VENDA,2012,02,3
14619172,062695,RUA SENAD DANTAS,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,33.75,221077.4,221077.4,COMPRA E VENDA,2012,02,6
14619173,021741,RUA ESTANCIA,140,Padre Miguel              ,9,NAO RESIDENCIAL,SALA,100,27.111111,9126.265555,9126.265555,COMPRA E VENDA,2011,02,2
14619174,022962,RUA FRANCISCO REAL,141,Bangu,2,NAO RESIDENCIAL,LOJA SHOPPING,100,25,40323.17,40323.17,COMPRA E VENDA,2011,02,4
14619175,039719,RUA SILVA CARDOSO,141,Bangu,5,NAO RESIDENCIAL,SALA,100,40.666666,37132.092222,37132.092222,COMPRA E VENDA,2011,02,6
14619176,035279,ETR DA POSSE,143,Santíssimo                ,4,NAO RESIDENCIAL,LOJA,100,62,50909.185,50909.185,COMPRA E VENDA,2011,02,1
14619177,011189,RUA AMARAL COSTA,144,Campo Grande,3,NAO RESIDENCIAL,CASA,17,60,28267.116666,166277.153333,COMPRA E VENDA,2011,02,9
14619178,013946,ETR DA BATALHA,144,Campo Grande,2,NAO RESIDENCIAL,LOJA,100,72,124535.245,124535.245,COMPRA E VENDA,2011,02,11
14619179,015206,ETR CABUCU,144,Campo Grande,3,NAO RESIDENCIAL,LOJA,100,66.333333,137760.556666,137760.556666,COMPRA E VENDA,2011,02,6
14619180,017152,AVN CESARIO DE MELO,144,Campo Grande,2,NAO RESIDENCIAL,SALA,100,30,39808.856666,39808.856666,COMPRA E VENDA,2011,02,7
14619181,017152,AVN CESARIO DE MELO,144,Campo Grande,2,NAO RESIDENCIAL,SALA,100,23.5,41349.69,41349.69,COMPRA E VENDA,2011,02,10
14619182,018051,RUA CEL AGOSTINHO,144,Campo Grande,3,NAO RESIDENCIAL,SALA,100,26,54830.293333,54830.293333,COMPRA E VENDA,2011,02,11
14619183,083782,RUA VIUVA CLAUDIO,155,Jacarezinho               ,2,NAO RESIDENCIAL,GALPAO,100,801.5,203982.21,203982.21,COMPRA E VENDA,2011,02,1
14619184,063933,AVN DOM HELDER CAMARA,065,Cachambi                  ,2,NAO RESIDENCIAL,SALA,100,28,37072.79,37072.79,PROMESSA DE COMPRA E VENDA,2011,02,5
14619185,120238,AVN EMBAIX ABELARDO BUENO,115,Jacarepaguá               ,8,NAO RESIDENCIAL,SALA,100,32.375,269805.795,269805.795,PROMESSA DE COMPRA E VENDA,2011,02,2
14619186,120238,AVN EMBAIX ABELARDO BUENO,115,Jacarepaguá               ,6,NAO RESIDENCIAL,SALA,100,62.166666,518082.683333,518082.683333,PROMESSA DE COMPRA E VENDA,2011,02,5
14619187,120238,AVN EMBAIX ABELARDO BUENO,115,Jacarepaguá               ,3,NAO RESIDENCIAL,SALA,100,26,311801.108,311801.108,PROMESSA DE COMPRA E VENDA,2011,02,11
14619188,031773,RUA COMTE RUBENS SILVA,120,Freguesia (Jacarepaguá)   ,5,NAO RESIDENCIAL,LOJA,100,61.8,170055.422,170055.422,PROMESSA DE COMPRA E VENDA,2011,02,5
14619189,095471,AVN DAS AMERICAS,128,Barra da Tijuca           ,3,NAO RESIDENCIAL,SALA,100,35.5,244261.36,244261.36,PROMESSA DE COMPRA E VENDA,2011,02,11
14619190,198473,AVN JOAO CABRAL DE MELLO NETO,128,Barra da Tijuca           ,7,NAO RESIDENCIAL,SALA,100,34.714285,136487.381428,136487.381428,PROMESSA DE COMPRA E VENDA,2011,02,3
14619191,063966,AVN VENEZUELA,001,Saúde                     ,2,NAO RESIDENCIAL,LOJA,50,30.5,19590.79,39181.58,COMPRA E VENDA,2012,02,5
14619192,063966,AVN VENEZUELA,001,Saúde                     ,2,NAO RESIDENCIAL,SALA,100,35,80881.405,80881.405,COMPRA E VENDA,2012,02,4
14619193,063511,RUA PEDRO ERNESTO,002,Gamboa                    ,2,NAO RESIDENCIAL,LOJA,100,447,642508.89,642508.89,COMPRA E VENDA,2012,02,5
14619194,060855,RUA EQUADOR,003,Santo Cristo              ,2,NAO RESIDENCIAL,CASA,100,142,228675.01,228675.01,COMPRA E VENDA,2012,02,12
14619195,063305,RUA CARDOSO MARINHO,003,Santo Cristo              ,3,NAO RESIDENCIAL,SALA,100,577.666666,349862.773333,349862.773333,COMPRA E VENDA,2012,02,5
14619196,063305,RUA CARDOSO MARINHO,003,Santo Cristo              ,3,NAO RESIDENCIAL,SALA,100,577.666666,349862.773333,349862.773333,COMPRA E VENDA,2012,02,8
14619197,063495,RUA GAL SAMPAIO,004,Caju                      ,4,NAO RESIDENCIAL,LOJA,100,41,49725.65,49725.65,COMPRA E VENDA,2012,02,2
14619198,060038,RUA ALCINDO GUANABARA,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,37.666666,190811.646666,190811.646666,COMPRA E VENDA,2012,02,9
14619199,060038,RUA ALCINDO GUANABARA,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,52,291225.476666,291225.476666,COMPRA E VENDA,2012,02,12
14619200,060061,AVN ALMTE BARROSO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,87.5,31.5,192615.1,222577.45,COMPRA E VENDA,2012,02,2
14619201,060061,AVN ALMTE BARROSO,005,Centro                    ,6,NAO RESIDENCIAL,SALA,100,33.833333,257454.256666,257454.256666,COMPRA E VENDA,2012,02,5
14619202,120238,AVN EMBAIX ABELARDO BUENO,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,LOJA,100,61,304246.83,304246.83,COMPRA E VENDA,2011,02,5
14619203,120238,AVN EMBAIX ABELARDO BUENO,128,Barra da Tijuca           ,13,NAO RESIDENCIAL,SALA,100,37.533333,135271.968666,135271.968666,COMPRA E VENDA,2011,02,1
14619204,120238,AVN EMBAIX ABELARDO BUENO,128,Barra da Tijuca           ,35,NAO RESIDENCIAL,SALA,100,24.702702,89029.751351,89029.751351,COMPRA E VENDA,2011,02,4
14619205,120238,AVN EMBAIX ABELARDO BUENO,128,Barra da Tijuca           ,8,NAO RESIDENCIAL,SALA,100,28,115256.326666,115256.326666,COMPRA E VENDA,2011,02,7
14619206,120238,AVN EMBAIX ABELARDO BUENO,128,Barra da Tijuca           ,9,NAO RESIDENCIAL,SALA,100,26.444444,98645.853333,98645.853333,COMPRA E VENDA,2011,02,10
14619207,134114,AVN AYRTON SENNA,128,Barra da Tijuca           ,3,NAO RESIDENCIAL,SALA,100,35,203867.852,203867.852,COMPRA E VENDA,2011,02,11
14619208,134122,VIA 4 PAA 5596,128,Barra da Tijuca           ,18,NAO RESIDENCIAL,SALA,100,38.555555,126323.324444,126323.324444,COMPRA E VENDA,2011,02,4
14619209,152256,RUA VILHENA DE MORAES,128,Barra da Tijuca           ,24,NAO RESIDENCIAL,SALA,100,73.75,314133.602083,314133.602083,COMPRA E VENDA,2011,02,4
14619210,157768,RUA DALCIDIO JURANDIR,128,Barra da Tijuca           ,7,NAO RESIDENCIAL,SALA,100,78,484599.321428,484599.321428,COMPRA E VENDA,2011,02,11
14619211,171728,AVN GASTAO SENGES,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,APARTAMENTO,100,65,422499.995,422499.995,COMPRA E VENDA,2011,02,4
14619212,171728,AVN GASTAO SENGES,128,Barra da Tijuca           ,2,NAO RESIDENCIAL,APARTAMENTO,50,65,302499.99,604999.98,COMPRA E VENDA,2011,02,10
