objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14618238,063867,RUA SACADURA CABRAL,001,Saúde                     ,3,NAO RESIDENCIAL,SALA,100,36.333333,44728.496666,44728.496666,COMPRA E VENDA,2011,02,7
14618239,063966,AVN VENEZUELA,001,Saúde                     ,3,NAO RESIDENCIAL,SALA,100,30,33001.973333,33001.973333,COMPRA E VENDA,2011,02,2
14618240,063966,AVN VENEZUELA,001,Saúde                     ,3,NAO RESIDENCIAL,SALA,100,86.333333,90339.566666,90339.566666,COMPRA E VENDA,2011,02,8
14618241,007690,RUA ANFILOFIO DE CARVALHO,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,60.6,92628.778,92628.778,COMPRA E VENDA,2011,02,5
14618242,060004,RUA ACRE,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25,35273.92,35273.92,COMPRA E VENDA,2011,02,4
14618243,060004,RUA ACRE,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,63,114152.2,114152.2,COMPRA E VENDA,2011,02,11
14618244,060053,RUA DA ALFANDEGA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,31.5,83952.29,83952.29,COMPRA E VENDA,2011,02,5
14618245,060061,AVN ALMTE BARROSO,005,Centro                    ,3,NAO RESIDENCIAL,SALA,50,32.666666,37641.703333,75283.406666,COMPRA E VENDA,2011,02,6
14618246,060061,AVN ALMTE BARROSO,005,Centro                    ,5,NAO RESIDENCIAL,SALA,70,26,60106.546,81533.928,COMPRA E VENDA,2011,02,9
14618247,060087,RUA ALVARO ALVIM,005,Centro                    ,2,NAO RESIDENCIAL,SALA,75,26,34678.825,45653.135,COMPRA E VENDA,2011,02,2
14618248,060087,RUA ALVARO ALVIM,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,32,53627.79,53627.79,COMPRA E VENDA,2011,02,8
14618249,060376,RUA BUENOS AIRES,005,Centro                    ,3,NAO RESIDENCIAL,LOJA,21.32,113.333333,99065.63,464660.553333,COMPRA E VENDA,2011,02,3
14618250,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,50,98360.65,98360.65,COMPRA E VENDA,2011,02,6
14618251,060442,RUA DA CARIOCA,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,50,125,323980.92,647961.84,COMPRA E VENDA,2011,02,10
14618252,060442,RUA DA CARIOCA,005,Centro                    ,2,NAO RESIDENCIAL,SOBRELOJA,50,107,220730.19,441460.38,COMPRA E VENDA,2011,02,10
14618253,060640,RUA DA CONCEICAO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,383.5,603166.25,603166.25,COMPRA E VENDA,2011,02,6
14618254,060673,RUA CORTINES LAXE,005,Centro                    ,3,NAO RESIDENCIAL,LOJA,100,69.666666,246352.693333,246352.693333,COMPRA E VENDA,2011,02,5
14618255,060780,RUA DOM GERARDO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,154,265044.535,265044.535,COMPRA E VENDA,2011,02,8
14618256,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,2,NAO RESIDENCIAL,APARTAMENTO,100,87.5,254552.565,254552.565,COMPRA E VENDA,2011,02,12
14618257,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,10,NAO RESIDENCIAL,SALA,100,25.7,48348.501,48348.501,COMPRA E VENDA,2011,02,4
14618258,061069,AVN PRES VARGAS,005,Centro                    ,9,NAO RESIDENCIAL,SALA,100,29.777777,60031.454444,60031.454444,COMPRA E VENDA,2011,02,7
14618259,061069,AVN PRES VARGAS,005,Centro                    ,7,NAO RESIDENCIAL,SALA,100,34,92391.378571,92391.378571,COMPRA E VENDA,2011,02,10
14618260,061127,AVN GOMES FREIRE,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,45,326.5,648129.665,1440288.145,COMPRA E VENDA,2011,02,12
14618261,061333,RUA DA LAPA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,48,56437.94,56437.94,COMPRA E VENDA,2011,02,6
14618262,061697,RUA MEXICO,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,173.666666,713061.466666,713061.466666,COMPRA E VENDA,2011,02,12
14618263,061853,AVN NILO PECANHA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,36,94816.47,94816.47,COMPRA E VENDA,2011,02,1
14618264,061853,AVN NILO PECANHA,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,51.8,136431.974,136431.974,COMPRA E VENDA,2011,02,4
14618265,061853,AVN NILO PECANHA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,51,244578.86,244578.86,COMPRA E VENDA,2011,02,11
14618266,061861,RUA REPUBLICA DO LIBANO,005,Centro                    ,7,NAO RESIDENCIAL,SALA,100,91.714285,149533.664285,149533.664285,COMPRA E VENDA,2011,02,4
14618267,063966,AVN VENEZUELA,001,Saúde                     ,3,NAO RESIDENCIAL,SALA,100,53.333333,55808.226666,55808.226666,COMPRA E VENDA,2011,02,6
14618268,062547,RUA SANTO CRISTO,003,Santo Cristo              ,2,NAO RESIDENCIAL,CASA,100,205,201938.21,201938.21,COMPRA E VENDA,2011,02,2
14618269,060004,RUA ACRE,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,29.666666,45746.34,45746.34,COMPRA E VENDA,2011,02,2
14618270,060004,RUA ACRE,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,74.75,98574.5625,98574.5625,COMPRA E VENDA,2011,02,5
14618271,060038,RUA ALCINDO GUANABARA,005,Centro                    ,16,NAO RESIDENCIAL,SALA,96.25,39.75,83493.929375,86460.8125,COMPRA E VENDA,2011,02,9
14618272,060038,RUA ALCINDO GUANABARA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,62.5,77,225952.725,330281.515,COMPRA E VENDA,2011,02,12
14618273,060053,RUA DA ALFANDEGA,005,Centro                    ,2,NAO RESIDENCIAL,SOBRELOJA,100,49,167196.365,167196.365,COMPRA E VENDA,2011,02,5
14618274,060061,AVN ALMTE BARROSO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,46,108315.925,108315.925,COMPRA E VENDA,2011,02,2
14618275,060061,AVN ALMTE BARROSO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,71.4275,55.75,92451.2625,124821.465,COMPRA E VENDA,2011,02,5
14618276,060087,RUA ALVARO ALVIM,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,52.5,80661.18,80661.18,COMPRA E VENDA,2011,02,6
14618277,060087,RUA ALVARO ALVIM,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,36,84391.31,84391.31,COMPRA E VENDA,2011,02,9
14618278,060376,RUA BUENOS AIRES,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,30.333333,85611.883333,85611.883333,COMPRA E VENDA,2011,02,10
14618279,060400,RUA CAMERINO,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,806.5,1486408.315,1486408.315,COMPRA E VENDA,2011,02,11
14618280,060731,RUA ALEXANDRE MACKENZIE,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,535.5,1418743.57,1418743.57,COMPRA E VENDA,2011,02,9
14618281,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,2,NAO RESIDENCIAL,APARTAMENTO,100,52.5,103348.34,103348.34,COMPRA E VENDA,2011,02,5
14618282,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,83,166550.923333,166550.923333,COMPRA E VENDA,2011,02,8
14618283,061069,AVN PRES VARGAS,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,29,59522.56,59522.56,COMPRA E VENDA,2011,02,3
14618284,061069,AVN PRES VARGAS,005,Centro                    ,8,NAO RESIDENCIAL,SALA,100,28.875,57542.93625,57542.93625,COMPRA E VENDA,2011,02,6
14618285,061069,AVN PRES VARGAS,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,32.2,78193.422,78193.422,COMPRA E VENDA,2011,02,9
14618286,061069,AVN PRES VARGAS,005,Centro                    ,17,NAO RESIDENCIAL,SALA,100,49.882352,249758.325294,249758.325294,COMPRA E VENDA,2011,02,12
14618287,061127,AVN GOMES FREIRE,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,33,49728.64,49728.64,COMPRA E VENDA,2011,02,11
14618288,061267,RUA DOS INVALIDOS,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,456.5,607103.4,607103.4,COMPRA E VENDA,2011,02,7
14618289,061267,RUA DOS INVALIDOS,005,Centro                    ,7,NAO RESIDENCIAL,SALA,100,386,31901.65,31901.65,COMPRA E VENDA,2011,02,9
14618290,061291,RUA JOAQUIM SILVA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,11.11,380,30327.63,272975.97,COMPRA E VENDA,2011,02,4
14618291,061598,RUA DAS MARRECAS,005,Centro                    ,3,NAO RESIDENCIAL,SALA,20.833333,33.666666,15007.376666,68702.306666,COMPRA E VENDA,2011,02,9
14618292,061630,AVN MEM DE SA,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,123,201710.86,201710.86,COMPRA E VENDA,2011,02,8
14618293,061697,RUA MEXICO,005,Centro                    ,3,NAO RESIDENCIAL,LOJA,1.39,102.666666,10510.533333,756153.48,COMPRA E VENDA,2011,02,12
14618294,061697,RUA MEXICO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,82.5,201.5,287206.4975,357970.4125,COMPRA E VENDA,2011,02,8
14618295,061853,AVN NILO PECANHA,005,Centro                    ,8,NAO RESIDENCIAL,SALA,100,86.5,215426.66625,215426.66625,COMPRA E VENDA,2011,02,2
14618296,063966,AVN VENEZUELA,001,Saúde                     ,3,NAO RESIDENCIAL,SALA,55.553333,62,35810.276666,64881.423333,COMPRA E VENDA,2011,02,7
14618297,060038,RUA ALCINDO GUANABARA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,62.5,33,48422.445,68421.42,COMPRA E VENDA,2011,02,8
14618298,060061,AVN ALMTE BARROSO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,75,81,147439.7725,168037.0825,COMPRA E VENDA,2011,02,1
14618299,060061,AVN ALMTE BARROSO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,66.67,34,141633.54,212439.69,COMPRA E VENDA,2011,02,11
14618300,060061,AVN ALMTE BARROSO,005,Centro                    ,2,NAO RESIDENCIAL,SOBRELOJA,100,233,1177610.84,1177610.84,COMPRA E VENDA,2011,02,11
14618301,060087,RUA ALVARO ALVIM,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,24,56260.873333,56260.873333,COMPRA E VENDA,2011,02,10
14618302,060152,AVN PRES ANTONIO CARLOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,49,84886.26,84886.26,COMPRA E VENDA,2011,02,1
14618303,060301,RUA BENEDITINOS,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,53,236552.956666,236552.956666,COMPRA E VENDA,2011,02,12
14618304,060376,RUA BUENOS AIRES,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,29.25,62365,62365,COMPRA E VENDA,2011,02,7
14618305,060426,RUA CANDELARIA,005,Centro                    ,3,NAO RESIDENCIAL,LOJA,100,152,925498.616666,925498.616666,COMPRA E VENDA,2011,02,8
14618306,060517,RUA DO CARMO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,37.5,233.5,151600.135,456054.59,COMPRA E VENDA,2011,02,7
14618307,060665,RUA CONSEL SARAIVA,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,71.5,231766.14,231766.14,COMPRA E VENDA,2011,02,5
14618308,060905,RUA EVARISTO DA VEIGA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,38,60200.465,60200.465,COMPRA E VENDA,2011,02,2
14618309,061069,AVN PRES VARGAS,005,Centro                    ,13,NAO RESIDENCIAL,SALA,94.615384,32.923076,56095.12,61085.09923,COMPRA E VENDA,2011,02,2
14618310,061069,AVN PRES VARGAS,005,Centro                    ,19,NAO RESIDENCIAL,SALA,100,36.315789,76018.758421,76018.758421,COMPRA E VENDA,2011,02,5
14618311,061069,AVN PRES VARGAS,005,Centro                    ,13,NAO RESIDENCIAL,SALA,96.153846,27.307692,57170.856153,59102.846153,COMPRA E VENDA,2011,02,8
14618312,061234,RUA IMPZ LEOPOLDINA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,23,27043.19,27043.19,COMPRA E VENDA,2011,02,5
14618313,061309,PRC MONTE CASTELO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,56,105350.82,105350.82,COMPRA E VENDA,2011,02,6
14618314,061333,RUA DA LAPA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25.5,40028.4,40028.4,COMPRA E VENDA,2011,02,11
14618315,061523,AVN MAL FLORIANO,005,Centro                    ,11,NAO RESIDENCIAL,SALA,100,208,377963.18,377963.18,COMPRA E VENDA,2011,02,4
14618316,061630,AVN MEM DE SA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,261.5,191686.41,191686.41,COMPRA E VENDA,2011,02,8
14618317,061697,RUA MEXICO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,87.5,160,220749.305,227539.495,COMPRA E VENDA,2011,02,4
14618318,061697,RUA MEXICO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,79.1675,105.25,172348.0325,216813.36,COMPRA E VENDA,2011,02,10
14618319,061697,RUA MEXICO,005,Centro                    ,3,NAO RESIDENCIAL,SOBRELOJA,100,74,254420.326666,254420.326666,COMPRA E VENDA,2011,02,11
14618320,061853,AVN NILO PECANHA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,91.6675,33.25,67862.3125,73126.505,COMPRA E VENDA,2011,02,3
14618321,061861,RUA REPUBLICA DO LIBANO,005,Centro                    ,3,NAO RESIDENCIAL,GALPAO,100,374,274315.26,274315.26,COMPRA E VENDA,2011,02,11
14618322,061911,RUA MIGUEL COUTO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,15.25,27972.475,27972.475,COMPRA E VENDA,2011,02,7
14618323,061929,RUA DO OUVIDOR,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,133.666666,431897.4,431897.4,COMPRA E VENDA,2011,02,9
14618324,061994,AVN PASSOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,19.5,34239.845,34239.845,COMPRA E VENDA,2011,02,2
14618325,129254,RUA PETER LUND,004,Caju                      ,2,NAO RESIDENCIAL,LOJA,100,116,87263.36,87263.36,COMPRA E VENDA,2011,02,6
14618326,060038,RUA ALCINDO GUANABARA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,39.5,65022.79,65022.79,COMPRA E VENDA,2011,02,4
14618327,060061,AVN ALMTE BARROSO,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,52,122308.103333,122308.103333,COMPRA E VENDA,2011,02,7
14618328,060087,RUA ALVARO ALVIM,005,Centro                    ,6,NAO RESIDENCIAL,SALA,100,23.833333,41848.705,41848.705,COMPRA E VENDA,2011,02,4
14618329,060087,RUA ALVARO ALVIM,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,30,46092.106666,46092.106666,COMPRA E VENDA,2011,02,7
14618330,060152,AVN PRES ANTONIO CARLOS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,583,1200667.65,1200667.65,COMPRA E VENDA,2011,02,5
14618331,060368,BEC BRAGANCA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,29,40008.485,40008.485,COMPRA E VENDA,2011,02,4
14618332,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,28.5,55639.755,55639.755,COMPRA E VENDA,2011,02,5
14618333,060376,RUA BUENOS AIRES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,185,245215.985,245215.985,COMPRA E VENDA,2011,02,8
14618334,060517,RUA DO CARMO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,478.5,2186227.84,2186227.84,COMPRA E VENDA,2011,02,11
14618335,060665,RUA CONSEL SARAIVA,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,360.333333,451924.393333,451924.393333,COMPRA E VENDA,2011,02,8
14618336,061069,AVN PRES VARGAS,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,54.8,111419.172,111419.172,COMPRA E VENDA,2011,02,1
14618337,061069,AVN PRES VARGAS,005,Centro                    ,9,NAO RESIDENCIAL,SALA,100,32.222222,66751.013333,66751.013333,COMPRA E VENDA,2011,02,4
14618338,061069,AVN PRES VARGAS,005,Centro                    ,4,NAO RESIDENCIAL,SALA,87.5,30.75,123220.7775,144899.48,COMPRA E VENDA,2011,02,11
14618339,061127,AVN GOMES FREIRE,005,Centro                    ,83,NAO RESIDENCIAL,SALA,46.325301,25.096385,29389.204096,62689.869879,COMPRA E VENDA,2011,02,12
14618340,061333,RUA DA LAPA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,50,25.5,40646.59,81293.18,COMPRA E VENDA,2011,02,12
14618341,061523,AVN MAL FLORIANO,005,Centro                    ,9,NAO RESIDENCIAL,SALA,100,28.666666,43817.787777,43817.787777,COMPRA E VENDA,2011,02,7
14618342,061697,RUA MEXICO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,90,110,146574.035,171489.035,COMPRA E VENDA,2011,02,6
14618343,061697,RUA MEXICO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,41,86100.285,86100.285,COMPRA E VENDA,2011,02,9
14618344,061853,AVN NILO PECANHA,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,50.2,128762.426,128762.426,COMPRA E VENDA,2011,02,7
14618345,061879,PRC OLAVO BILAC,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,33.333333,106046.24,106046.24,COMPRA E VENDA,2011,02,9
14618346,061994,AVN PASSOS,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,50,87794.4825,87794.4825,COMPRA E VENDA,2011,02,3
14618347,061994,AVN PASSOS,005,Centro                    ,6,NAO RESIDENCIAL,SALA,83.333333,34.333333,65246.993333,80484.316666,COMPRA E VENDA,2011,02,9
14618348,062240,RUA DA QUITANDA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,81.25,101,228752.47,263475.7075,COMPRA E VENDA,2011,02,4
14618349,062240,RUA DA QUITANDA,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,25.8,56583.342,56583.342,COMPRA E VENDA,2011,02,7
14618350,062240,RUA DA QUITANDA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25,58605.085,58605.085,COMPRA E VENDA,2011,02,10
14618351,062307,RUA DA ASSEMBLEIA,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,36.8,95557.776,95557.776,COMPRA E VENDA,2011,02,4
14618352,062349,AVN RIO BRANCO,005,Centro                    ,30,NAO RESIDENCIAL,SALA,100,109.866666,300662.039333,300662.039333,COMPRA E VENDA,2011,02,1
14618353,062349,AVN RIO BRANCO,005,Centro                    ,14,NAO RESIDENCIAL,SALA,96.428571,195.214285,512821.23,516620.77,COMPRA E VENDA,2011,02,4
14618354,061879,PRC OLAVO BILAC,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,30,193831.23,193831.23,COMPRA E VENDA,2011,02,11
14618355,061911,RUA MIGUEL COUTO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,65,123036.58,123036.58,COMPRA E VENDA,2011,02,1
14618356,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,29,64786.99,64786.99,COMPRA E VENDA,2011,02,1
14618357,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,32,83999.685,83999.685,COMPRA E VENDA,2011,02,8
14618358,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,52.5,401688.065,401688.065,COMPRA E VENDA,2011,02,11
14618359,061994,AVN PASSOS,005,Centro                    ,4,NAO RESIDENCIAL,SALA,83.3325,29.75,46092.1025,52238.635,COMPRA E VENDA,2011,02,1
14618360,062240,RUA DA QUITANDA,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,61.8,101181.006,101181.006,COMPRA E VENDA,2011,02,9
14618361,062240,RUA DA QUITANDA,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,24,145898.75,145898.75,COMPRA E VENDA,2011,02,12
14618362,062307,RUA DA ASSEMBLEIA,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,113.5,304566.7025,304566.7025,COMPRA E VENDA,2011,02,6
14618363,062307,RUA DA ASSEMBLEIA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,76,241578.29,241578.29,COMPRA E VENDA,2011,02,9
14618364,062307,RUA DA ASSEMBLEIA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,41.5,307702.61,307702.61,COMPRA E VENDA,2011,02,12
14618365,062349,AVN RIO BRANCO,005,Centro                    ,15,NAO RESIDENCIAL,SALA,93.4,208,281717.796666,287057.922666,COMPRA E VENDA,2011,02,6
14618366,062349,AVN RIO BRANCO,005,Centro                    ,7,NAO RESIDENCIAL,SALA,100,50.142857,168846.674285,168846.674285,COMPRA E VENDA,2011,02,9
14618367,062349,AVN RIO BRANCO,005,Centro                    ,28,NAO RESIDENCIAL,SALA,100,266.214285,1473102.472857,1473102.472857,COMPRA E VENDA,2011,02,12
14618368,062455,RUA SANTA LUZIA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,34,58900.68,58900.68,COMPRA E VENDA,2011,02,2
14618369,062562,RUA SAO BENTO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,258,1271129.74,1271129.74,COMPRA E VENDA,2011,02,11
14618370,062638,LRG SAO FRANCISCO DE PAULA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,33.5,51469.515,51469.515,COMPRA E VENDA,2011,02,5
14618371,062646,RUA SAO JOSE,005,Centro                    ,2,NAO RESIDENCIAL,SALA,75,394,1844150.01,2458866.68,COMPRA E VENDA,2011,02,12
14618372,062695,RUA SENAD DANTAS,005,Centro                    ,10,NAO RESIDENCIAL,APARTAMENTO,80,139.6,356074.556,445093.195,COMPRA E VENDA,2011,02,9
14618373,062695,RUA SENAD DANTAS,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,32,64688.896666,64688.896666,COMPRA E VENDA,2011,02,2
14618374,062695,RUA SENAD DANTAS,005,Centro                    ,48,NAO RESIDENCIAL,SALA,100,29.104166,49504.616041,49504.616041,COMPRA E VENDA,2011,02,5
14618375,062760,RUA SETE DE SETEMBRO,005,Centro                    ,4,NAO RESIDENCIAL,LOJA,100,220.25,2230947.1225,2230947.1225,COMPRA E VENDA,2011,02,12
14618376,062760,RUA SETE DE SETEMBRO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,82,197534.815,197534.815,COMPRA E VENDA,2011,02,2
14618377,062760,RUA SETE DE SETEMBRO,005,Centro                    ,5,NAO RESIDENCIAL,SALA,66.668,53.4,102937.588,128799.03,COMPRA E VENDA,2011,02,5
14618378,062943,AVN TREZE DE MAIO,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,72.666666,135876.4,135876.4,COMPRA E VENDA,2011,02,4
14618379,062943,AVN TREZE DE MAIO,005,Centro                    ,6,NAO RESIDENCIAL,SALA,100,48.5,103894.418333,103894.418333,COMPRA E VENDA,2011,02,7
14618380,062943,AVN TREZE DE MAIO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,601,1348981.535,1348981.535,COMPRA E VENDA,2011,02,10
14618381,063057,RUA VISC DE INHAUMA,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,62,219242.115,219242.115,COMPRA E VENDA,2011,02,7
14618382,084343,PRC MAHATMA GANDHI,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25.5,50371.625,50371.625,COMPRA E VENDA,2011,02,2
14618383,061911,RUA MIGUEL COUTO,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,30,167179.575,167179.575,COMPRA E VENDA,2011,02,12
14618384,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,27.5,61435.94,61435.94,COMPRA E VENDA,2011,02,7
14618385,061929,RUA DO OUVIDOR,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,119.5,342927.845,342927.845,COMPRA E VENDA,2011,02,10
14618386,061994,AVN PASSOS,005,Centro                    ,3,NAO RESIDENCIAL,SALA,100,20,35117.79,35117.79,COMPRA E VENDA,2011,02,7
14618387,061994,AVN PASSOS,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,105.25,239554.9275,239554.9275,COMPRA E VENDA,2011,02,10
14618388,062240,RUA DA QUITANDA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,40.5,71113.535,71113.535,COMPRA E VENDA,2011,02,8
14618389,062307,RUA DA ASSEMBLEIA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,42,125158.83,125158.83,COMPRA E VENDA,2011,02,7
14618390,062331,RUA RIACHUELO,005,Centro                    ,3,NAO RESIDENCIAL,LOJA,100,331,920165.88,920165.88,COMPRA E VENDA,2011,02,6
14618391,062331,RUA RIACHUELO,005,Centro                    ,4,NAO RESIDENCIAL,SOBRELOJA,100,330,545999.8775,545999.8775,COMPRA E VENDA,2011,02,6
14618392,062349,AVN RIO BRANCO,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,50,1122,3018848.51,6037697.02,COMPRA E VENDA,2011,02,5
14618393,062349,AVN RIO BRANCO,005,Centro                    ,2,NAO RESIDENCIAL,LOJA,100,228,2403228.325,2403228.325,COMPRA E VENDA,2011,02,12
14618394,062349,AVN RIO BRANCO,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,40.6,105193.926,105193.926,COMPRA E VENDA,2011,02,2
14618395,062349,AVN RIO BRANCO,005,Centro                    ,15,NAO RESIDENCIAL,SALA,93.333333,122.533333,315804.088,321161.071333,COMPRA E VENDA,2011,02,5
14618396,062349,AVN RIO BRANCO,005,Centro                    ,12,NAO RESIDENCIAL,SALA,100,121.416666,342368.6175,342368.6175,COMPRA E VENDA,2011,02,8
14618397,062349,AVN RIO BRANCO,005,Centro                    ,24,NAO RESIDENCIAL,SALA,97.916666,178.791666,937477.084166,946674.979583,COMPRA E VENDA,2011,02,11
14618398,062638,LRG SAO FRANCISCO DE PAULA,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,32,65637.68,65637.68,COMPRA E VENDA,2011,02,11
14618399,062695,RUA SENAD DANTAS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,31.5,63013.685,63013.685,COMPRA E VENDA,2011,02,1
14618400,062695,RUA SENAD DANTAS,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,33,75820.88,75820.88,COMPRA E VENDA,2011,02,8
14618401,062695,RUA SENAD DANTAS,005,Centro                    ,4,NAO RESIDENCIAL,SALA,87.5,30,97668.0275,117321.1975,COMPRA E VENDA,2011,02,11
14618402,062901,PRC TIRADENTES,005,Centro                    ,2,NAO RESIDENCIAL,SALA,100,25.5,38977.455,38977.455,COMPRA E VENDA,2011,02,8
14618403,062943,AVN TREZE DE MAIO,005,Centro                    ,5,NAO RESIDENCIAL,SALA,100,34.2,82739.278,82739.278,COMPRA E VENDA,2011,02,3
14618404,062943,AVN TREZE DE MAIO,005,Centro                    ,4,NAO RESIDENCIAL,SALA,100,45,83811.615,83811.615,COMPRA E VENDA,2011,02,6
